timestamp,Above $100000
2025-12-16T00:15:00Z,12.97
2025-12-16T00:16:00Z,12.78
2025-12-16T00:18:00Z,13.00
2025-12-16T00:20:00Z,12.00
2025-12-16T00:21:00Z,12.00
2025-12-16T00:23:00Z,12.00
2025-12-16T00:26:00Z,12.00
2025-12-16T00:27:00Z,12.00
2025-12-16T00:28:00Z,12.00
2025-12-16T00:31:00Z,13.00
2025-12-16T00:39:00Z,13.00
2025-12-16T00:46:00Z,12.00
2025-12-16T00:47:00Z,13.00
2025-12-16T00:50:00Z,13.00
2025-12-16T00:51:00Z,13.00
2025-12-16T00:52:00Z,13.00
2025-12-16T00:55:00Z,13.00
2025-12-16T00:58:00Z,13.00
2025-12-16T00:59:00Z,13.00
2025-12-16T01:01:00Z,12.14
2025-12-16T01:02:00Z,13.00
2025-12-16T01:03:00Z,13.00
2025-12-16T01:04:00Z,12.00
2025-12-16T01:05:00Z,13.00
2025-12-16T01:07:00Z,12.99
2025-12-16T01:08:00Z,12.05
2025-12-16T01:13:00Z,13.00
2025-12-16T01:14:00Z,13.00
2025-12-16T01:15:00Z,13.00
2025-12-16T01:20:00Z,13.00
2025-12-16T01:22:00Z,12.00
2025-12-16T01:26:00Z,13.00
2025-12-16T01:27:00Z,13.00
2025-12-16T01:36:00Z,12.00
2025-12-16T01:43:00Z,13.00
2025-12-16T01:46:00Z,13.00
2025-12-16T01:47:00Z,11.00
2025-12-16T01:53:00Z,13.00
2025-12-16T01:54:00Z,12.01
2025-12-16T02:01:00Z,13.00
2025-12-16T02:04:00Z,12.76
2025-12-16T02:05:00Z,13.00
2025-12-16T02:07:00Z,13.00
2025-12-16T02:09:00Z,13.00
2025-12-16T02:10:00Z,12.01
2025-12-16T02:14:00Z,12.00
2025-12-16T02:17:00Z,12.15
2025-12-16T02:18:00Z,13.00
2025-12-16T02:19:00Z,12.00
2025-12-16T02:24:00Z,12.00
2025-12-16T02:26:00Z,13.00
2025-12-16T02:27:00Z,13.00
2025-12-16T02:28:00Z,13.00
2025-12-16T02:32:00Z,13.00
2025-12-16T02:33:00Z,12.36
2025-12-16T02:36:00Z,13.00
2025-12-16T02:39:00Z,13.00
2025-12-16T02:40:00Z,13.00
2025-12-16T02:42:00Z,14.00
2025-12-16T02:43:00Z,14.00
2025-12-16T02:45:00Z,14.00
2025-12-16T02:46:00Z,14.00
2025-12-16T02:47:00Z,14.00
2025-12-16T02:49:00Z,13.00
2025-12-16T02:53:00Z,13.00
2025-12-16T02:54:00Z,13.86
2025-12-16T02:56:00Z,14.00
2025-12-16T02:57:00Z,13.00
2025-12-16T02:58:00Z,13.00
2025-12-16T02:59:00Z,13.00
2025-12-16T03:04:00Z,13.00
2025-12-16T03:05:00Z,13.00
2025-12-16T03:09:00Z,13.00
2025-12-16T03:14:00Z,13.00
2025-12-16T03:17:00Z,14.00
2025-12-16T03:18:00Z,13.00
2025-12-16T03:20:00Z,13.00
2025-12-16T03:24:00Z,13.00
2025-12-16T03:26:00Z,13.00
2025-12-16T03:29:00Z,13.00
2025-12-16T03:31:00Z,13.00
2025-12-16T03:34:00Z,14.00
2025-12-16T03:36:00Z,13.00
2025-12-16T03:38:00Z,12.00
2025-12-16T03:40:00Z,13.00
2025-12-16T03:41:00Z,12.00
2025-12-16T03:44:00Z,13.00
2025-12-16T03:45:00Z,13.00
2025-12-16T03:48:00Z,14.00
2025-12-16T03:49:00Z,14.00
2025-12-16T03:50:00Z,14.00
2025-12-16T04:00:00Z,13.00
2025-12-16T04:04:00Z,13.54
2025-12-16T04:07:00Z,14.00
2025-12-16T04:10:00Z,13.98
2025-12-16T04:11:00Z,13.96
2025-12-16T04:14:00Z,14.00
2025-12-16T04:17:00Z,13.00
2025-12-16T04:21:00Z,14.00
2025-12-16T04:23:00Z,13.00
2025-12-16T04:24:00Z,13.00
2025-12-16T04:25:00Z,13.00
2025-12-16T04:26:00Z,14.00
2025-12-16T04:27:00Z,13.15
2025-12-16T04:28:00Z,12.00
2025-12-16T04:34:00Z,12.00
2025-12-16T04:36:00Z,12.00
2025-12-16T04:38:00Z,11.00
2025-12-16T04:41:00Z,12.89
2025-12-16T04:43:00Z,14.00
2025-12-16T04:44:00Z,14.00
2025-12-16T04:47:00Z,13.00
2025-12-16T04:49:00Z,14.00
2025-12-16T04:51:00Z,13.00
2025-12-16T04:57:00Z,14.00
2025-12-16T04:58:00Z,13.99
2025-12-16T05:01:00Z,13.00
2025-12-16T05:03:00Z,14.00
2025-12-16T05:04:00Z,13.00
2025-12-16T05:07:00Z,13.38
2025-12-16T05:16:00Z,13.00
2025-12-16T05:19:00Z,13.00
2025-12-16T05:22:00Z,12.00
2025-12-16T05:26:00Z,13.00
2025-12-16T05:27:00Z,12.00
2025-12-16T05:28:00Z,13.00
2025-12-16T05:32:00Z,12.00
2025-12-16T05:33:00Z,13.00
2025-12-16T05:34:00Z,13.00
2025-12-16T05:36:00Z,13.00
2025-12-16T05:41:00Z,13.00
2025-12-16T05:42:00Z,13.00
2025-12-16T05:43:00Z,13.00
2025-12-16T05:44:00Z,12.00
2025-12-16T05:46:00Z,13.00
2025-12-16T05:48:00Z,12.00
2025-12-16T05:50:00Z,13.00
2025-12-16T05:56:00Z,13.00
2025-12-16T05:57:00Z,12.00
2025-12-16T05:58:00Z,12.00
2025-12-16T06:00:00Z,13.75
2025-12-16T06:02:00Z,14.00
2025-12-16T06:04:00Z,13.00
2025-12-16T06:07:00Z,14.00
2025-12-16T06:09:00Z,14.00
2025-12-16T06:11:00Z,14.00
2025-12-16T06:12:00Z,14.00
2025-12-16T06:15:00Z,14.00
2025-12-16T06:16:00Z,14.00
2025-12-16T06:21:00Z,14.00
2025-12-16T06:24:00Z,14.00
2025-12-16T06:29:00Z,14.00
2025-12-16T06:34:00Z,14.00
