time,precipitation_inches,temperature_c,is_snow
2026-01-29 20:00:00,0.0026657772,12.269379,False
2026-01-29 21:00:00,0.0028347347,12.309418,False
2026-01-29 22:00:00,0.0035105657,12.26059,False
2026-01-29 23:00:00,0.0044679926,12.165863,False
2026-01-30 00:00:00,0.007340274,11.999847,False
2026-01-30 01:00:00,0.0036044312,11.964691,False
2026-01-30 02:00:00,0.0022152232,11.953949,False
2026-01-30 03:00:00,0.0010700654,11.94809,False
2026-01-30 04:00:00,0.0016144847,11.906097,False
2026-01-30 05:00:00,0.0041863965,11.799652,False
2026-01-30 06:00:00,0.0077532814,11.674652,False
2026-01-30 07:00:00,0.009161262,11.533051,False
2026-01-30 08:00:00,0.0066456697,11.495941,False
2026-01-30 09:00:00,0.0034167003,11.54184,False
2026-01-30 10:00:00,0.0013141155,11.607269,False
2026-01-30 11:00:00,0.0009011078,11.66684,False
2026-01-30 12:00:00,0.0018397617,11.739105,False
2026-01-30 13:00:00,0.0023654078,11.808441,False
2026-01-30 14:00:00,0.0018960809,11.902191,False
2026-01-30 15:00:00,0.004787135,11.911957,False
2026-01-30 16:00:00,0.0070211315,11.918793,False
2026-01-30 17:00:00,0.008522978,11.783051,False
2026-01-30 18:00:00,0.009236354,11.72348,False
2026-01-30 19:00:00,0.013047289,11.637543,False
2026-01-30 20:00:00,0.015018463,11.576996,False
2026-01-30 21:00:00,0.020537747,11.440277,False
2026-01-30 22:00:00,0.014943371,11.491058,False
2026-01-30 23:00:00,0.009048624,11.60141,False
