timestamp,85° or below,86° to 87°,88° to 89°,90° to 91°,92° to 93°,94° or above
2025-07-25T20:51:00Z,99.00,99.00,99.00,99.00,,99.00
2025-07-25T20:52:00Z,99.00,97.38,91.22,99.00,99.00,95.53
2025-07-25T20:53:00Z,99.00,9.24,1.00,99.00,99.00,1.00
2025-07-25T20:54:00Z,99.00,1.00,1.00,99.00,99.00,1.00
2025-07-25T20:55:00Z,99.00,1.44,1.00,99.00,99.00,1.00
2025-07-25T20:56:00Z,99.00,15.00,1.00,99.00,99.00,1.00
2025-07-26T04:06:00Z,99.00,15.00,1.00,99.00,99.00,1.00
2025-07-26T04:07:00Z,99.00,15.00,1.00,99.00,99.00,1.00
2025-07-26T04:08:00Z,99.00,15.00,1.00,99.00,99.00,1.00
2025-07-26T04:09:00Z,99.00,15.00,1.00,99.00,99.00,1.00
2025-07-26T04:10:00Z,99.00,15.00,1.00,99.00,99.00,1.00
2025-07-26T04:11:00Z,99.00,15.00,1.00,99.00,99.00,1.00
2025-07-26T04:12:00Z,99.00,15.00,1.00,99.00,99.00,1.00
2025-07-26T04:13:00Z,99.00,15.00,1.00,99.00,99.00,1.00
2025-07-26T04:14:00Z,99.00,15.00,1.00,99.00,99.00,1.00
2025-07-26T04:15:00Z,99.00,15.00,1.00,99.00,99.00,1.00
2025-07-26T04:16:00Z,99.00,15.00,1.00,99.00,99.00,1.00
2025-07-26T04:17:00Z,99.00,15.00,1.00,99.00,99.00,1.00
2025-07-26T04:18:00Z,99.00,15.00,1.00,99.00,99.00,1.00
2025-07-26T04:19:00Z,99.00,15.00,1.00,99.00,99.00,1.00
2025-07-26T04:20:00Z,99.00,15.00,1.00,99.00,99.00,1.00
2025-07-26T04:22:00Z,45.94,39.61,1.00,99.00,99.00,1.00
2025-07-26T04:23:00Z,98.00,58.94,1.00,99.00,99.00,1.00
2025-07-26T04:24:00Z,99.00,48.54,1.00,99.00,99.00,1.00
2025-07-26T04:25:00Z,99.00,36.14,1.00,99.00,99.00,1.00
2025-07-26T04:26:00Z,99.00,52.00,1.00,99.00,99.00,25.18
2025-07-26T04:28:00Z,99.00,54.40,1.00,99.00,99.00,18.53
2025-07-26T04:29:00Z,99.00,43.92,1.00,99.00,99.00,16.76
2025-07-26T04:30:00Z,99.00,30.57,1.00,99.00,99.00,27.13
2025-07-26T04:31:00Z,99.00,25.01,1.00,99.00,99.00,32.22
2025-07-26T04:32:00Z,69.13,57.27,1.00,99.00,99.00,18.54
2025-07-26T04:33:00Z,66.80,47.58,1.00,99.00,99.00,8.75
2025-07-26T04:34:00Z,65.94,57.09,1.00,99.00,99.00,22.24
2025-07-26T04:35:00Z,67.41,46.00,1.00,99.00,99.00,22.23
2025-07-26T04:36:00Z,66.57,53.79,1.00,99.00,99.00,20.17
2025-07-26T04:37:00Z,79.69,48.11,1.00,99.00,99.00,22.25
2025-07-26T04:38:00Z,67.08,45.01,1.00,99.00,99.00,23.94
2025-07-26T04:39:00Z,65.18,51.44,1.00,99.00,99.00,19.55
2025-07-26T04:40:00Z,78.66,54.66,1.00,99.00,99.00,19.80
2025-07-26T04:41:00Z,69.39,52.38,1.00,99.00,99.00,21.15
2025-07-26T04:42:00Z,74.66,52.69,1.00,99.00,99.00,12.65
2025-07-26T04:43:00Z,71.87,49.06,1.00,99.00,99.00,16.87
2025-07-26T04:44:00Z,76.66,51.50,1.00,99.00,99.00,21.41
2025-07-26T04:45:00Z,73.60,45.40,1.00,99.00,99.00,20.00
2025-07-26T04:46:00Z,66.68,57.85,1.00,99.00,99.00,18.50
2025-07-26T04:47:00Z,72.57,61.28,1.00,99.00,99.00,18.29
2025-07-26T04:48:00Z,75.33,56.50,1.00,99.00,99.00,19.52
2025-07-26T04:49:00Z,74.57,50.32,1.00,99.00,99.00,15.06
2025-07-26T04:50:00Z,72.60,42.90,1.00,99.00,99.00,19.79
2025-07-26T04:51:00Z,78.56,58.34,1.00,99.00,99.00,17.66
2025-07-26T04:52:00Z,75.61,55.56,1.00,99.00,99.00,16.13
2025-07-26T04:53:00Z,66.66,55.48,1.00,99.00,99.00,15.52
2025-07-26T04:54:00Z,69.00,54.60,1.00,99.00,99.00,17.18
2025-07-26T04:55:00Z,68.55,58.26,1.00,99.00,99.00,18.33
2025-07-26T04:56:00Z,68.80,47.51,1.00,99.00,99.00,17.97
2025-07-26T04:57:00Z,67.83,45.63,1.00,99.00,99.00,18.83
2025-07-26T04:58:00Z,64.55,55.94,1.00,99.00,99.00,19.00
2025-07-26T04:59:00Z,63.15,50.74,1.00,99.00,99.00,17.79
2025-07-26T05:00:00Z,46.24,54.92,1.00,99.00,99.00,17.93
2025-07-26T05:01:00Z,49.73,47.37,1.00,99.00,99.00,17.33
